Price,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX,AAPL,AMZN,GOOG,META,NFLX
Datetime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-20 13:30:00+00:00,259.5050048828125,215.3300018310547,256.5950012207031,731.72998046875,1224.75,0.0,0.0,0.0,0.0,0.0,259.8699951171875,215.3699951171875,256.8699951171875,732.27001953125,1226.239990234375,255.6300048828125,213.58999633789062,254.60000610351562,720.1799926757812,1206.9000244140625,255.88499450683594,213.8000030517578,255.16000366210938,721.25,1207.875,0.0,0.0,0.0,0.0,0.0,19526731,8658353,3376052,2719056,1115449
2025-10-20 14:30:00+00:00,262.57000732421875,214.64999389648438,256.8699951171875,729.9299926757812,1233.93701171875,0.0,0.0,0.0,0.0,0.0,263.54998779296875,215.66000366210938,257.04998779296875,732.3699951171875,1234.300048828125,259.07000732421875,214.55999755859375,255.97999572753906,728.8099975585938,1223.530029296875,259.489990234375,215.33999633789062,256.5950012207031,731.6900024414062,1225.3399658203125,0.0,0.0,0.0,0.0,0.0,20690049,4483248,1417687,1093441,452425
2025-10-20 15:30:00+00:00,263.489990234375,214.8800048828125,256.8599853515625,731.1300048828125,1235.52001953125,0.0,0.0,0.0,0.0,0.0,264.375,215.1909942626953,257.8699951171875,731.7088012695312,1236.5,262.4175109863281,214.49000549316406,256.6400146484375,728.5,1231.449951171875,262.54998779296875,214.65499877929688,256.8900146484375,730.0999755859375,1234.2327880859375,0.0,0.0,0.0,0.0,0.0,13764809,2935631,1229691,864571,353208
2025-10-20 16:30:00+00:00,263.1650085449219,215.7100067138672,256.75,732.0,1240.9957275390625,0.0,0.0,0.0,0.0,0.0,264.2099914550781,216.0500030517578,257.5199890136719,732.5499877929688,1241.449951171875,262.6499938964844,214.67999267578125,256.6476135253906,729.8300170898438,1234.820068359375,263.4800109863281,214.8699951171875,256.8500061035156,731.1099853515625,1235.75,0.0,0.0,0.0,0.0,0.0,8089517,2596339,936526,627716,301028
2025-10-20 17:30:00+00:00,263.7300109863281,215.72000122070312,256.7300109863281,733.1500244140625,1245.1710205078125,0.0,0.0,0.0,0.0,0.0,263.8299865722656,216.14999389648438,257.0899963378906,733.5598754882812,1247.760009765625,262.7900085449219,215.52999877929688,256.3800048828125,731.9000244140625,1240.47998046875,263.17999267578125,215.6811065673828,256.760009765625,732.125,1241.364013671875,0.0,0.0,0.0,0.0,0.0,4756799,2303812,611303,742534,389727
2025-10-20 18:30:00+00:00,263.4200134277344,216.35499572753906,256.9700012207031,733.02001953125,1239.93603515625,0.0,0.0,0.0,0.0,0.0,263.80999755859375,216.60800170898438,257.5199890136719,733.77001953125,1245.25,263.0400085449219,215.66000366210938,256.4949951171875,731.3300170898438,1237.0400390625,263.739990234375,215.72000122070312,256.760009765625,733.1400146484375,1245.2379150390625,0.0,0.0,0.0,0.0,0.0,5423277,3054110,1119155,738067,383346
2025-10-20 19:30:00+00:00,262.2300109863281,216.47000122070312,257.0799865722656,732.3900146484375,1238.97998046875,0.0,0.0,0.0,0.0,0.0,263.8500061035156,216.64999389648438,257.56170654296875,733.0750122070312,1241.68505859375,261.92999267578125,216.22999572753906,256.8389892578125,731.52001953125,1237.0,263.44000244140625,216.36000061035156,256.95001220703125,733.0750122070312,1239.9849853515625,0.0,0.0,0.0,0.0,0.0,8021467,3035312,1356575,949556,383592
2025-10-21 13:30:00+00:00,263.4999084472656,221.72000122070312,252.4781951904297,732.7949829101562,1238.1800537109375,0.0,0.0,0.0,0.0,0.0,265.2900085449219,222.23989868164062,255.3300018310547,738.5,1248.599853515625,261.8800048828125,218.0,252.0,731.280029296875,1231.7750244140625,261.8800048828125,218.40499877929688,255.3300018310547,736.260009765625,1242.0,0.0,0.0,0.0,0.0,0.0,17003580,14973073,3890195,2027490,1122008
2025-10-21 14:30:00+00:00,263.6619873046875,221.97000122070312,246.86000061035156,730.3101196289062,1239.6300048828125,0.0,0.0,0.0,0.0,0.0,263.8299865722656,222.3699951171875,253.3300018310547,733.7999877929688,1241.699951171875,262.510009765625,220.77000427246094,244.67999267578125,728.7999877929688,1236.4000244140625,263.4599914550781,221.6999969482422,252.4550018310547,732.780029296875,1238.1700439453125,0.0,0.0,0.0,0.0,0.0,4721265,6236489,6709749,1056245,436881
2025-10-21 15:30:00+00:00,263.1700134277344,222.97500610351562,249.5800018310547,733.7349853515625,1241.7049560546875,0.0,0.0,0.0,0.0,0.0,264.5350036621094,223.14999389648438,250.27000427246094,734.489990234375,1244.1500244140625,263.0801086425781,221.52000427246094,246.4600067138672,729.22900390625,1239.487548828125,263.6700134277344,221.9600067138672,246.85000610351562,730.4099731445312,1239.6700439453125,0.0,0.0,0.0,0.0,0.0,5514253,5438723,4494131,837249,436101
2025-10-21 16:30:00+00:00,263.3265075683594,221.5449981689453,252.10499572753906,732.6834716796875,1240.9449462890625,0.0,0.0,0.0,0.0,0.0,263.6799011230469,223.32000732421875,252.94000244140625,734.75,1243.9300537109375,262.8475036621094,221.15499877929688,248.0500030517578,729.780029296875,1239.425537109375,263.1600036621094,222.97000122070312,249.5749969482422,733.8699951171875,1241.739990234375,0.0,0.0,0.0,0.0,0.0,2671606,5352732,5059000,891683,349290
2025-10-21 17:30:00+00:00,263.44989013671875,222.5843048095703,252.75,732.989990234375,1241.3299560546875,0.0,0.0,0.0,0.0,0.0,264.04998779296875,222.6649932861328,253.27200317382812,733.3300170898438,1243.6199951171875,262.1499938964844,221.52000427246094,251.1199951171875,731.6959838867188,1240.77001953125,263.3258056640625,221.5449981689453,252.0800018310547,732.8150024414062,1240.9140625,0.0,0.0,0.0,0.0,0.0,3718095,3617774,2560589,420310,341540
2025-10-21 18:30:00+00:00,263.0849914550781,222.4600067138672,252.19500732421875,733.885009765625,1240.969970703125,0.0,0.0,0.0,0.0,0.0,263.7381896972656,223.14990234375,253.0399932861328,734.1900024414062,1243.989990234375,262.95001220703125,222.24009704589844,251.94000244140625,732.010009765625,1239.9000244140625,263.4495849609375,222.58999633789062,252.7449951171875,732.9099731445312,1241.39501953125,0.0,0.0,0.0,0.0,0.0,3430980,3906114,1428354,588085,591637
2025-10-21 19:30:00+00:00,262.8399963378906,222.02999877929688,251.32000732421875,733.2490234375,1241.780029296875,0.0,0.0,0.0,0.0,0.0,263.2099914550781,222.49130249023438,252.3300018310547,734.25,1243.000244140625,262.4700012207031,221.9499969482422,251.27000427246094,732.510009765625,1239.0,263.0950012207031,222.4600067138672,252.22000122070312,733.6300048828125,1240.3489990234375,0.0,0.0,0.0,0.0,0.0,3493018,3551617,1673729,653053,772283
2025-10-22 13:30:00+00:00,260.0498962402344,217.4499969482422,253.89999389648438,732.3400268554688,1122.72998046875,0.0,0.0,0.0,0.0,0.0,262.8500061035156,220.0050048828125,257.0799865722656,740.5900268554688,1157.5,259.7200012207031,217.3300018310547,253.6649932861328,731.0590209960938,1122.3900146484375,262.7900085449219,219.42999267578125,255.0399932861328,733.4000244140625,1143.3599853515625,0.0,0.0,0.0,0.0,0.0,9155667,10490922,5033181,2161926,5915248
2025-10-22 14:30:00+00:00,258.4299011230469,218.73989868164062,253.67999267578125,729.6300048828125,1117.4200439453125,0.0,0.0,0.0,0.0,0.0,261.1300048828125,218.9600067138672,257.17999267578125,736.6334838867188,1125.469970703125,257.6401062011719,216.91000366210938,252.8699951171875,729.6300048828125,1114.6500244140625,260.0,217.43800354003906,253.9250030517578,732.5499877929688,1123.280029296875,0.0,0.0,0.0,0.0,0.0,5930214,6425894,3974722,1388235,2607312
2025-10-22 15:30:00+00:00,258.54998779296875,218.97000122070312,252.4600067138672,730.02001953125,1119.0150146484375,0.0,0.0,0.0,0.0,0.0,259.489990234375,219.75999450683594,254.8300018310547,733.4600219726562,1124.52001953125,258.04998779296875,218.3800048828125,252.27999877929688,728.3400268554688,1115.783447265625,258.45001220703125,218.74000549316406,253.72000122070312,729.6599731445312,1117.385009765625,0.0,0.0,0.0,0.0,0.0,3763921,3499390,2073807,645997,1299285
