Price,Close,Close,Close,Close,Close,Dividends,Dividends,Dividends,Dividends,Dividends,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Stock Splits,Volume,Volume,Volume,Volume,Volume
2025-11-24 17:30:00+00:00,276.1199951171875,224.97000122070312,317.3699951171875,613.9400024414062,104.41000366210938,0.0,0.0,0.0,0.0,0.0,276.510009765625,225.58999633789062,318.1499938964844,615.9199829101562,104.48999786376953,274.75,224.58999633789062,314.8800048828125,613.4000244140625,103.95010375976562,274.8500061035156,224.61000061035156,315.1000061035156,614.260009765625,104.33999633789062,0.0,0.0,0.0,0.0,0.0,3404232,2147819,2592523,1400027,2042267
2025-11-24 18:30:00+00:00,276.2195129394531,225.91000366210938,317.3411865234375,614.5800170898438,104.93000030517578,0.0,0.0,0.0,0.0,0.0,276.45001220703125,226.0399932861328,318.3799133300781,616.260009765625,104.93000030517578,275.8500061035156,224.75,315.5400085449219,613.0900268554688,104.2300033569336,276.1199951171875,224.9600067138672,317.3500061035156,613.9500122070312,104.41999816894531,0.0,0.0,0.0,0.0,0.0,2440121,2461309,2330838,951577,1552747
2025-11-24 19:30:00+00:00,276.4750061035156,226.09930419921875,318.0400085449219,615.0050048828125,104.56999969482422,0.0,0.0,0.0,0.0,0.0,276.6549987792969,226.86500549316406,319.0,615.659912109375,104.94000244140625,275.3550109863281,225.47000122070312,316.69000244140625,613.760009765625,104.16000366210938,276.2300109863281,225.91000366210938,317.40301513671875,614.655029296875,104.93000030517578,0.0,0.0,0.0,0.0,0.0,2989562,3160681,2438476,1056339,2548591
2025-11-24 20:30:00+00:00,275.9800109863281,226.10000610351562,318.3699951171875,613.0349731445312,107.01000213623047,0.0,0.0,0.0,0.0,0.0,276.9800109863281,227.27000427246094,319.79998779296875,616.7000122070312,108.0199966430664,275.1099853515625,225.32000732421875,317.79998779296875,612.969970703125,104.30999755859375,276.4700012207031,226.0850067138672,318.0400085449219,615.0999755859375,104.58000183105469,0.0,0.0,0.0,0.0,0.0,4904039,4097764,3159470,1571417,10794741
2025-11-25 14:30:00+00:00,278.9049987792969,226.7100067138672,327.32000732421875,626.6950073242188,104.6449966430664,0.0,0.0,0.0,0.0,0.0,280.3800048828125,227.89999389648438,328.6700134277344,629.1799926757812,106.30000305175781,275.2699890136719,223.8000030517578,319.79998779296875,618.2999877929688,104.20999908447266,275.29998779296875,226.3800048828125,326.875,624.0250244140625,106.12000274658203,0.0,0.0,0.0,0.0,0.0,9723608,6943622,13790107,5320912,4578886
2025-11-25 15:30:00+00:00,277.8299865722656,227.77000427246094,320.67999267578125,626.760009765625,104.4800033569336,0.0,0.0,0.0,0.0,0.0,279.6300048828125,228.42999267578125,328.1000061035156,629.780029296875,104.81999969482422,277.7799987792969,226.35000610351562,317.81640625,626.010009765625,104.0,278.8900146484375,226.69000244140625,327.2900085449219,626.625,104.6500015258789,0.0,0.0,0.0,0.0,0.0,2840433,2886746,6785175,2211167,2041834
2025-11-25 16:30:00+00:00,279.0700988769531,229.25,321.4049987792969,629.1649780273438,104.93000030517578,0.0,0.0,0.0,0.0,0.0,279.30999755859375,230.07000732421875,322.17999267578125,629.9598999023438,105.0199966430664,277.5,227.5800018310547,318.80999755859375,624.4299926757812,104.2699966430664,277.82000732421875,227.7899932861328,320.6300048828125,626.739990234375,104.4800033569336,0.0,0.0,0.0,0.0,0.0,2504679,3082617,2856517,1306949,1766192
2025-11-25 17:30:00+00:00,278.760009765625,229.55999755859375,324.2300109863281,630.10498046875,104.70500183105469,0.0,0.0,0.0,0.0,0.0,279.3699951171875,229.89999389648438,324.3299865722656,631.2999877929688,105.20099639892578,278.2300109863281,229.02999877929688,320.5299987792969,628.4400024414062,104.68000030517578,279.0899963378906,229.25999450683594,321.3699951171875,629.1699829101562,104.94000244140625,0.0,0.0,0.0,0.0,0.0,1925113,2100070,2349042,1494571,1741808
2025-11-25 18:30:00+00:00,278.0350036621094,229.8000030517578,323.00799560546875,632.6900024414062,104.44000244140625,0.0,0.0,0.0,0.0,0.0,278.7799987792969,230.52000427246094,324.55999755859375,633.27001953125,105.0,277.7900085449219,229.3699951171875,321.8299865722656,630.010009765625,104.30999755859375,278.7650146484375,229.5500946044922,324.2200012207031,630.0999755859375,104.70999908447266,0.0,0.0,0.0,0.0,0.0,1727727,2146344,2197331,1447396,1637720
2025-11-25 19:30:00+00:00,277.56500244140625,229.49000549316406,321.7001037597656,633.6500244140625,104.49349975585938,0.0,0.0,0.0,0.0,0.0,278.1449890136719,229.9499969482422,323.760009765625,633.9249877929688,104.55500030517578,277.49749755859375,228.7899932861328,320.92999267578125,630.8900146484375,104.30000305175781,278.0400085449219,229.8000030517578,323.0050048828125,632.7650146484375,104.44499969482422,0.0,0.0,0.0,0.0,0.0,1909795,2204594,2028088,1375502,1399600
2025-11-25 20:30:00+00:00,276.95001220703125,229.60000610351562,323.6499938964844,636.219970703125,104.30999755859375,0.0,0.0,0.0,0.0,0.0,278.0,229.99000549316406,324.4700012207031,637.0449829101562,104.66000366210938,276.8599853515625,229.13900756835938,321.70599365234375,633.5999755859375,103.81999969482422,277.55999755859375,229.49000549316406,321.7900085449219,633.6199951171875,104.48999786376953,0.0,0.0,0.0,0.0,0.0,2448205,2133973,1783916,1975048,4185784
2025-11-26 14:30:00+00:00,277.80999755859375,230.51499938964844,318.2799987792969,635.4000244140625,106.08999633789062,0.0,0.0,0.0,0.0,0.0,279.0474853515625,230.80999755859375,324.9849853515625,638.3300170898438,106.80000305175781,276.6300048828125,228.77000427246094,317.20001220703125,631.6300048828125,105.22000122070312,276.9599914550781,230.74000549316406,320.7799987792969,637.6900024414062,105.76000213623047,0.0,0.0,0.0,0.0,0.0,5086107,5841042,7913875,3299699,5155578
2025-11-26 15:30:00+00:00,279.0101013183594,231.0841064453125,319.635009765625,637.1900024414062,106.30000305175781,0.0,0.0,0.0,0.0,0.0,279.1400146484375,231.30999755859375,320.45831298828125,638.2000122070312,106.66999816894531,276.80999755859375,230.1199951171875,317.510009765625,634.510009765625,106.04000091552734,277.7900085449219,230.51499938964844,318.2900085449219,635.4000244140625,106.08999633789062,0.0,0.0,0.0,0.0,0.0,2510611,2659243,2653850,1076706,2328286
2025-11-26 16:30:00+00:00,279.0790100097656,230.8800048828125,319.0899963378906,636.739990234375,106.61000061035156,0.0,0.0,0.0,0.0,0.0,279.5299987792969,231.74740600585938,320.20599365234375,638.3300170898438,106.94999694824219,278.8699951171875,230.66000366210938,318.489990234375,635.0700073242188,106.02999877929688,279.0299987792969,231.0998992919922,319.6600036621094,637.2999877929688,106.30000305175781,0.0,0.0,0.0,0.0,0.0,2586354,2039562,1991156,907633,1699400
2025-11-26 17:30:00+00:00,278.54998779296875,230.7100067138672,319.6300048828125,635.5999755859375,106.45500183105469,0.0,0.0,0.0,0.0,0.0,279.2900085449219,230.99000549316406,319.7900085449219,637.030029296875,106.6500015258789,278.0950012207031,229.44000244140625,318.2699890136719,633.8099975585938,106.01000213623047,279.07000732421875,230.88330078125,319.0899963378906,636.739990234375,106.625,0.0,0.0,0.0,0.0,0.0,1871279,2174338,1462437,731722,1311396
2025-11-26 18:30:00+00:00,278.260009765625,229.56500244140625,319.1499938964844,633.9000244140625,106.21009826660156,0.0,0.0,0.0,0.0,0.0,278.581787109375,230.7449951171875,319.6700134277344,635.5499877929688,106.5250015258789,277.92498779296875,229.28939819335938,318.82000732421875,633.219970703125,106.05000305175781,278.55999755859375,230.72430419921875,319.6300048828125,635.5499877929688,106.46219635009766,0.0,0.0,0.0,0.0,0.0,1426945,2207386,1134959,657870,1083115
2025-11-26 19:30:00+00:00,278.0799865722656,229.42999267578125,319.6520080566406,634.2050170898438,105.86499786376953,0.0,0.0,0.0,0.0,0.0,278.94000244140625,229.7899932861328,319.7850036621094,634.75,106.33999633789062,278.010009765625,229.0449981689453,318.70001220703125,633.4600219726562,105.81999969482422,278.2601013183594,229.57000732421875,319.1700134277344,633.9199829101562,106.22000122070312,0.0,0.0,0.0,0.0,0.0,1953254,2275778,1298734,736714,1436535
2025-11-26 20:30:00+00:00,277.4700012207031,229.1199951171875,320.2799987792969,633.5499877929688,106.12000274658203,0.0,0.0,0.0,0.0,0.0,278.29998779296875,229.80999755859375,320.79998779296875,634.8599853515625,106.22000122070312,277.1499938964844,229.05999755859375,319.5,633.0700073242188,105.8499984741211,278.07000732421875,229.4199981689453,319.6499938964844,634.2050170898438,105.86100006103516,0.0,0.0,0.0,0.0,0.0,9116002,2284974,1926714,798363,1782615
